,token,label
1558,см,O
1559,відстань,O
1560,від,O
1561,лівого,O
1562,кута,O
1563,стіни,I-object_type
1564,472,O
1565,см,O
1566,Опис,B-inscription
1567,Верхня,O
1568,частина,I-other
1569,малюнка,O
1570,знищена,O
1571,внаслідок,O
1572,обвалу,O
1573,тиньку,O
1574,простежу-,O
1575,ються,O
1576,тільки,O
1577,зображення,I-decoration
1578,ступнів,O
1579,людини,O
1580,з,I-object_type
1581,позначенням,O
1582,пальців,O
1583,що,O
1584,зверху,O
1585,прикриті,O
1586,довгим,O
1587,одягом,O
1588,один,O
1589,кінець,O
1590,якого,O
1591,вільно,O
1592,звисає,O
1593,праворуч,O
1594,В,O
1595,цілому,O
1596,сюжет,O
1597,цього,O
1598,малюнка,O
1599,дуже,O
1600,нагадує,O
1601,зображення,I-decoration
1602,архангела,O
1603,Гавриїла,O
1604,в,O
1605,мозаїчному,O
1606,сюжеті,O
1607,Благовіщення,O
1608,Софійського,O
1609,собору37,O
1610,Така,O
1611,подібність,O
1612,дозволяє,O
1613,припустити,O
1614,що,O
1615,невідомий,O
1616,автор,O
1617,намагався,O
1618,зобразити,O
1619,сюжет,O
1620,побачений,O
1621,ним,O
1622,у,I-object_type
1623,стінах,O
1624,храму,I-object_type
1625,під,I-object_type
1626,час,O
1627,богослужіння,O
1628,Наявний,O
1629,фрагмент,O
1630,малюнку,O
1631,виконаний,O
1632,на,I-inscription_type
1633,високому,O
1634,про-,O
1635,фесійному,O
1636,рівні,O
1637,що,O
1638,вказує,O
1639,на,I-inscription_type
1640,руку,O
1641,досвідченого,O
1642,художника,O
1643,Датування,B-dating_criteria
1644,Друга,O
1645,чверть,O
1646,ХІ,O
1647,кінець,O
1648,XVI,O
1649,ст.,O
1650,за,O
1651,формою,O
1652,прорізів,O
1653,Категорія,O
1654,Зображення,O
1655,ангелів,O
1656,та,O
1657,святих,O
1658,Графіті,B-inscription
1659,№,O
1660,615,O
1661,табл,O
1662,VІ,O
1663,4,O
1664,Публікації,O
1665,В.,O
1666,Корнієнко38,O
1667,Розташування,B-other
1668,Знаходиться,O
1669,на,I-inscription_type
1670,фресковому,O
1671,тиньку,O
1672,фасадної,O
1673,стіни,I-object_type
1674,північної,O
1675,сходової,I-object_type
1676,вежі,I-object_type
1677,табл,O
1678,ІV,O
1679,Висота,O
1680,від,O
1681,рівня,O
1682,давньої,O
1683,підлоги,O
1684,101,O
1685,см,O
1686,відстань,O
1687,від,O
1688,лівого,O
1689,кута,O
1690,стіни,I-object_type
1691,410,O
1692,см,O
1693,Опис,B-inscription
1694,Верхня,O
1695,частина,I-other
1696,малюнка,O
1697,не,O
1698,збереглась,O
1699,проте,O
1700,за,O
1701,наявними,O
1702,фрагментами,O
1703,можемо,O
1704,встановити,O
1705,що,O
1706,тут,O
1707,було,O
1708,зображено,O
1709,коня,O
1710,добре,O
1711,простежується,O
1712,лінія,O
1713,тулуба,O
1714,та,O
1715,ноги,O
1716,тварини,O
1717,Датування,B-dating_criteria
1718,Друга,O
1719,чверть,O
1720,ХІ,O
1721,кінець,O
1722,XVI,O
1723,ст.,O
1724,за,O
1725,формою,O
1726,прорізів,O
1727,Категорія,O
1728,Зооморфні,O
1729,зображення,I-decoration
1730,Графіті,B-inscription
1731,№,O
1732,616,O
1733,табл,O
1734,VІІ,O
1735,2,O
1736,Публікації,O
1737,В.,O
1738,Корнієнко39,O
1739,Розташування,B-other
1740,Знаходиться,O
1741,на,I-inscription_type
1742,личкувальному,O
1743,розчині,O
1744,фасадної,O
1745,стіни,I-object_type
1746,північ-,O
1747,ної,O
1748,сходової,I-object_type
1749,вежі,I-object_type
1750,табл,O
1751,ІV,O
1752,Висота,O
1753,від,O
1754,рівня,O
1755,сучасної,O
1756,підлоги,O
1757,152	5,O
1758,см,O
1759,відстань,O
1760,від,O
1761,лівого,O
1762,кута,O
1763,стіни,I-object_type
1764,382,O
1765,см,O
1766,Опис,B-inscription
1767,На,O
1768,поверхні,O
1769,личкувального,O
1770,розчину,O
1771,подвійною,O
1772,рискою,O
1773,прокреслена,O
1774,овальна,O
1775,фігура,O
1776,що,O
1777,дещо,O
1778,нагадує,O
1779,підкову,O
1780,Датування,B-dating_criteria
1781,Друге,O
1782,десятиліття,O
1783,ХІ,O
1784,ст.,O
1785,за,O
1786,формою,O
1787,прорізів,O
1788,що,O
1789,виконані,O
1790,по,O
1791,си-,O
1792,рому,O
1793,личкувальному,O
1794,розчину,O
1795,Категорія,O
1796,Емблеми,O
1797,ІІ.2,O
1798,Графіті,B-inscription
1799,на,I-inscription_type
1800,західній,O
1801,стороні,O
1802,північної,O
1803,лопатки,O
1804,стіни,I-object_type
1805,Фреска,B-object_type
1806,на,I-inscription_type
1807,західній,O
1808,стороні,O
1809,північної,O
1810,лопатки,O
1811,стіни,I-object_type
1812,наразі,O
1813,повністю,O
1814,закрита,O
1815,кладкою,O
1816,підпірного,I-object_type
1817,стовпа,I-object_type
1818,під,I-object_type
1819,аркбутан,I-object_type
1820,зведеного,O
1821,наприкінці,O
1822,ХІ,O
1823,ст.40,O
1824,Для,O
1825,дослід-,O
1826,ження,O
1827,доступна,O
1828,тільки,O
1829,невеличка,O
1830,ділянка,B-object_type
1831,зондажу,I-other
1832,відкритого,O
1833,реставраторами,O
1834,на,I-inscription_type
1835,висоті,O
1836,172,O
1837,см,O
1838,до,O
1839,нижнього,O
1840,краю,O
1841,зондажу,I-other
1842,від,O
1843,рівня,O
1844,шиферних,O
1845,плит,O
1846,стародавньої,O
1847,підлоги,O
1848,Зважаючи,O
1849,на,I-inscription_type
1850,інформацію,O
1851,графіті,B-inscription_type
1852,№,O
1853,4250,O
1854,на,I-inscription_type
1855,фресці,I-inscription_type
1856,наймовірніше,O
1857,був,O
1858,зоб-,O
1859,ражений,O
1860,св,O
1861,Даниїл,O
1862,Стовпник,O
1863,Загалом,O
1864,у,I-object_type
1865,невеликому,O
1866,відкритому,O
1867,зондажем,O
1868,полі,O
1869,дав-,O
1870,ньої,O
1871,фрески,I-object_type
1872,збереглось,O
1873,шість,O
1874,давніх,O
1875,графіті,B-inscription_type
1876,яким,O
1877,надано,O
1878,номери,O
1879,від,O
1880,4245-го,O
1881,по,O
1882,Графіті,B-inscription
1883,№,O
1884,4245,O
1885,табл,O
1886,VІІІ,O
1887,1,O
1888,Розташування,B-other
1889,Висота,O
1890,від,O
1891,нижнього,O
1892,краю,O
1893,зондажу,I-other
1894,5,O
1895,см,O
1896,відстань,O
1897,від,O
1898,лівого,O
1899,краю,O
1900,зондажу,I-other
1901,4,O
1902,см,O
1903,Опис,B-inscription
1904,На,O
1905,поверхні,O
1906,фрескового,O
1907,тиньку,O
1908,лівим,O
1909,боком,O
1910,до,O
1911,глядача,O
1912,прокреслене,O
1913,схе-,O
1914,матичне,O
1915,зображення,I-decoration
1916,воїна,O
1917,який,O
1918,правою,O
1919,рукою,O
1920,вертикально,O
1921,тримає,O
1922,довгий,O
1923,спис,O
1924,Ліва,O
1925,частина,I-other
1926,малюнку,O
1927,знищена,O
1928,обвалом,O
1929,тиньку,O
1930,проте,O
1931,за,O
1932,збереженими,O
1933,фрагментами,O
1934,мо-,O
1935,жемо,O
1936,встановити,O
1937,що,O
1938,обличчя,O
1939,воїна,O
1940,було,O
1941,деталізоване,O
1942,збереглись,O
1943,частина,I-other
1944,ока,O
1945,та,O
1946,носу,O
1947,на,I-inscription_type
1948,голові,O
1949,помітне,O
1950,курчаве,O
1951,волосся,O
1952,Датування,B-dating_criteria
1953,Друга,O
1954,чверть,O
1955,кінець,O
1956,ХІ,O
1957,ст.,O
1958,за,O
1959,особливостями,O
1960,розташування,O
1961,Категорія,O
1962,Антропоморфні,O
1963,зображення,I-decoration
1964,Графіті,B-inscription
1965,№,O
1966,4246,O
1967,табл,O
1968,VІІІ,O
1969,2,O
1970,Розташування,B-other
1971,Висота,O
1972,від,O
1973,нижнього,O
1974,краю,O
1975,зондажу,I-other
1976,7,O
1977,см,O
1978,відстань,O
1979,від,O
1980,лівого,O
1981,краю,O
1982,зондажу,I-other
1983,8	5,O
1984,см,O
1985,Опис,B-inscription
1986,Права,O
1987,частина,I-other
1988,напису,I-preservation_state
1989,закрита,O
1990,кладкою,O
1991,кінця,O
1992,ХІ,O
1993,ст.,O
1994,простежуються,O
1995,тільки,O
1996,п'ять,O
1997,літер,O
1998,початку,O
1999,рядка,O
2000,мцаіꙁ----,O
2001,З,O
2002,розбивкою,O
2003,на,I-inscription_type
2004,слова,O
2005,та,O
2006,відновленням,O
2007,закритих,O
2008,фрагментів,O
2009,текст,O
2010,можемо,O
2011,ре-,O
2012,конструювати,O
2013,таким,O
2014,чином,O
2015,ром,O
2016,цих,O
2017,рядків,O
2018,у,I-object_type
2019,2010,O
2020,р,O
2021,Тоді,O
2022,було,O
2023,виявлено,O
2024,давню,O
2025,шиферну,O
2026,підлогу,O
2027,ХІ,O
2028,ст.,O
2029,відкриту,O
2030,ще,O
2031,у,I-object_type
2032,1930-х,O
2033,рр,O
2034,проте,O
2035,пізніше,O
2036,закриту,O
2037,чавунними,O
2038,плитами,O
2039,на,I-inscription_type
2040,засипці,O
2041,забрудненого,O
2042,піску,O
2043,Тоді,O
2044,ж,O
2045,у,I-object_type
2046,2010,O
2047,р,O
2048,Р.,O
2049,Гуцуля-,O
2050,ком,O
2051,були,O
2052,проведені,O
2053,аналізи,O
2054,розчинів,O
2055,з,I-object_type
2056,цієї,O
2057,частини,O
2058,собору,O
2059,які,O
2060,й,O
2061,дозволили,O
2062,встановити,O
2063,приблизний,O
2064,вік,O
2065,побудови,O
2066,підпірного,I-object_type
2067,стовпа,I-object_type
2068,під,I-object_type
2069,аркбутан,I-object_type
2070,Дякую,O
2071,Р.,O
2072,Гуцуляку,O
2073,за,O
2074,надану,O
2075,інформацію,O
2076,М(ѣсѧ)ца,O
2077,із{ока,O
2078,Місяця,O
2079,червня,O
2080,Прикметне,O
2081,що,O
2082,в,O
2083,написі,O
2084,згадується,O
2085,слов'янська,O
2086,форма,O
2087,назви,O
2088,місяця,O
2089,изокъ,O
2090,за-,O
2091,мість,O
2092,очікуваного,O
2093,июнь,O
2094,Датування,B-dating_criteria
2095,Друга,O
2096,чверть,O
2097,кінець,O
2098,ХІ,O
2099,ст.,O
2100,за,O
2101,особливостями,O
2102,розташування,O
2103,Категорія,O
2104,Пам'ятний,O
2105,напис,I-inscription_type
2106,Графіті,B-inscription
2107,№,O
2108,4247,O
2109,табл,O
2110,VІІІ,O
2111,3,O
2112,Розташування,B-other
2113,Висота,O
2114,від,O
2115,нижнього,O
2116,краю,O
2117,зондажу,I-other
2118,9,O
2119,см,O
2120,відстань,O
2121,від,O
2122,лівого,O
2123,краю,O
2124,зондажу,I-other
2125,8	5,O
2126,см,O
2127,Опис,B-inscription
2128,Права,O
2129,частина,I-other
2130,напису,I-preservation_state
2131,закрита,O
2132,кладкою,O
2133,кінця,O
2134,ХІ,O
2135,ст.,O
2136,простежуються,O
2137,тільки,O
2138,чотири,O
2139,літери,O
2140,початку,O
2141,рядка,O
2142,ог.,O
2143,Датування,B-dating_criteria
2144,Друга,O
2145,чверть,O
2146,кінець,O
2147,ХІ,O
2148,ст.,O
2149,за,O
2150,особливостями,O
2151,розташування,O
2152,Категорія,O
2153,Фрагмент,O
2154,напису,I-preservation_state
2155,Графіті,B-inscription
