Графіті №,табл,Розташування,Опис,Датування,Категорія
594 ,"ХLIV, 1","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('57', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('41', 'O'), ('см', 'O')]","[('Неподалік', 'O'), ('від', 'O'), ('запису', 'O'), ('№', 'O'), ('591', 'O'), ('але', 'O'), ('на', 'O'), ('деякій', 'O'), ('відстані', 'O'), ('прокреслені', 'O'), ('скоро-', 'O'), ('писні', 'O'), ('літери', 'O'), ('ꙌНІЖВ', 'O'), ('далі', 'O'), ('знаходиться', 'O'), ('пошкоджена', 'O'), ('літера', 'O'), ('за', 'O'), ('якою', 'O'), ('помітна', 'O'), ('И.', 'B'), ('За', 'O'), ('нею', 'O'), ('тиньк', 'O'), ('пошкоджений', 'O'), ('тож', 'O'), ('тут', 'O'), ('найвірогідніше', 'O'), ('могли', 'O'), ('знаходитись', 'O'), ('й', 'O'), ('інші', 'O'), ('літери', 'O'), ('Через', 'O'), ('значні', 'O'), ('втрати', 'O'), ('реконструкція', 'O'), ('тексту', 'O'), ('неможлива', 'O')]","[('Кінець', 'O'), ('ХVІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O'), ('та', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Фрагмент', 'O'), ('напису', 'O')]"
595 ,"ХLIV, 2","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('57', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('21', 'O'), ('см', 'O')]","[('Поверхня', 'O'), ('стіни', 'O'), ('в', 'O'), ('місці', 'O'), ('розташування', 'O'), ('напису', 'O'), ('сильно', 'O'), ('затерта', 'O'), ('простежу-', 'O'), ('ються', 'O'), ('тільки', 'O'), ('невелика', 'O'), ('частина', 'O'), ('його', 'O'), ('складових', 'O'), ('г͠\ue01fпо----', 'O'), ('\ue01fм---------', 'O'), ('Зважаючи', 'O'), ('на', 'O'), ('втрати', 'O'), ('реконструювати', 'O'), ('можна', 'O'), ('тільки', 'O'), ('початок', 'O'), ('фрази', 'O'), ('Г(оспод)и', 'B'), ('по[моз]и', 'I'), (""'"", 'O'), ('Господи', 'B'), ('поможи', 'O'), (""'"", 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('ХІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XV', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('написання', 'O'), ('и', 'O'), ('з', 'O'), ('гори-', 'O'), ('зонтальною', 'O'), ('перемичкою', 'O'), ('та', 'O'), ('за', 'O'), ('структурою', 'O'), ('формули', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
596 ,"ХLIV, 3","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('38', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('30', 'O'), ('см', 'O')]","[('Напис', 'O'), ('практично', 'O'), ('повністю', 'O'), ('знищений', 'O'), ('У', 'O'), ('верхньому', 'O'), ('рядку', 'O'), ('простежуються', 'O'), ('літера', 'O'), ('\ue01e', 'O'), ('у', 'O'), ('нижньому', 'O'), ('–', 'O'), ('\ue01eВЪ', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('ХІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XІІІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('написання', 'O'), ('в', 'O'), ('з', 'O'), ('висту-', 'O'), ('пом', 'O'), ('зверху', 'O'), ('та', 'O'), ('переломом', 'O'), ('з', 'O'), ('неторкаючимися', 'O'), ('до', 'O'), ('щогли', 'O'), ('петлями', 'O')]","[('Фрагмент', 'O'), ('напису', 'O')]"
597 ,"ХLIV, 4","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('40', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('35', 'O'), ('см', 'O')]","[('На', 'O'), ('поверхні', 'O'), ('фрески', 'O'), ('помітні', 'O'), ('літери', 'O'), ('Ꙍ\ue002А.', 'O'), ('Зважаючи', 'O'), ('на', 'O'), ('наявність', 'O'), ('титла', 'O'), ('та', 'O'), ('вибоїну', 'O'), ('перед', 'O'), ('першою', 'O'), ('літерою', 'O'), ('текст', 'O'), ('найвірогідніше', 'O'), ('реконструювати', 'O'), ('як', 'O'), ('запис', 'O'), ('імені', 'O'), ('І]ꙍа(нъ', 'O'), (""'"", 'O'), ('Йоанн', 'O'), (""'"", 'O')]","[('Середина', 'O'), ('ХІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XІІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('написання', 'O'), ('а', 'O'), ('з', 'O'), ('опуклою', 'O'), ('петлею', 'O'), ('та', 'O'), ('видовженою', 'O'), ('спинкою', 'O')]","[(""Пам'ятний"", 'O'), ('напис', 'O')]"
598 ,"ХLIV, 5","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('54', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('33', 'O'), ('см', 'O')]","[('На', 'O'), ('фресці', 'O'), ('виконаний', 'O'), ('малюнок', 'O'), ('простого', 'O'), ('чотириконечного', 'O'), ('хреста', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('ХІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
599 ,"ХLV, 1","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('31', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('55', 'O'), ('см', 'O')]","[('На', 'O'), ('фресці', 'O'), ('виконані', 'O'), ('три', 'O'), ('фігури', 'O'), ('які', 'O'), ('нагадують', 'O'), ('різні', 'O'), ('варіанти', 'O'), ('орнаментів', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('ХІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Емблеми', 'O')]"
600 ,"ХLV, 2","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('89', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('31,5', 'O'), ('см', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслена', 'O'), ('літера', 'O'), ('Г.', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('ХІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Абетки', 'O'), ('склади', 'O'), ('та', 'O'), ('окремі', 'O'), ('літери', 'O')]"
600а ,"ХLV, 4","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('53', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('30', 'O'), ('см', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслений', 'O'), ('простий', 'O'), ('чотириконечний', 'O'), ('хрест', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('ХІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O'), ('ІV.4', 'O'), ('Графіті', 'O'), ('на', 'O'), ('фресці', 'O'), ('з', 'O'), ('зображенням', 'O'), ('св', 'O'), ('Анфіма', 'O'), ('Фреска', 'O'), ('розташована', 'O'), ('у', 'O'), ('південно', 'O'), ('-', 'O'), ('східному', 'O'), ('куті', 'O'), ('хрещальні', 'O'), ('Образ', 'O'), ('святого', 'O'), ('іден-', 'O'), ('тифікується', 'O'), ('завдяки', 'O'), ('написам', 'O'), ('-', 'O'), ('графіті', 'O'), ('що', 'O'), ('містять', 'O'), (""ім'я"", 'O'), ('святого', 'O'), ('–', 'O'), ('№', 'O'), ('499', 'O'), ('№', 'O'), ('500', 'O'), ('та', 'O'), ('№', 'O'), ('568', 'O'), ('У', 'O'), ('нижній', 'O'), ('частині', 'O'), ('фреска', 'O'), ('має', 'O'), ('сліди', 'O'), ('ремонту', 'O'), ('–', 'O'), ('первісний', 'O'), ('тиньк', 'O'), ('ХІ', 'O'), ('ст.', 'O'), ('відсутній', 'O'), ('а', 'O'), ('на', 'O'), ('його', 'O'), ('місці', 'O'), ('знаходиться', 'O'), ('вставка', 'O'), ('за', 'O'), ('своїм', 'O'), ('складом', 'O'), ('ідентична', 'O'), ('фресковому', 'O'), ('тиньку', 'O'), ('апсиди', 'O'), ('ХІІ', 'O'), ('ст.', 'O'), ('Вочевидь', 'O'), ('під', 'O'), ('час', 'O'), ('будівництва', 'O'), ('апсиди', 'B'), ('фреска', 'I'), ('була', 'O'), ('пошкоджена', 'O'), ('та', 'O'), ('від-', 'O'), ('ремонтована', 'O'), ('або', 'O'), ('майстри', 'O'), ('відбили', 'O'), ('тут', 'O'), ('тиньк', 'O'), ('який', 'O'), ('погано', 'O'), ('тримався', 'O'), ('Графіті', 'O'), ('виявлені', 'O'), ('саме', 'O'), ('на', 'O'), ('цій', 'O'), ('відновленій', 'O'), ('у', 'O'), ('ХІІ', 'O'), ('ст.', 'O'), ('ділянці', 'O'), ('стіни', 'O'), ('їх', 'O'), ('тридцять', 'O'), (""дев'ять"", 'O'), ('вони', 'O'), ('отримали', 'O'), ('номери', 'O'), ('481–482', 'O'), ('498–501', 'O'), ('543–575', 'O')]"
481 ,"ХLV, 5","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('65', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('36,5', 'O'), ('см', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслений', 'O'), ('простий', 'O'), ('чотириконечний', 'O'), ('хрест', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('ХІІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
482 ,"ХLV, 6","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('70,5', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслений', 'O'), ('квадрат', 'O'), ('розділений', 'O'), ('хрестом', 'O'), ('на', 'O'), ('чотири', 'O'), ('рівні', 'O'), ('час-', 'O'), ('тини', 'O'), ('в', 'O'), ('кожній', 'O'), ('з', 'O'), ('яких', 'O'), ('прокреслена', 'O'), ('крапка', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('ХІІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Емблеми', 'O')]"
498 ,"ХLV, 3","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('107', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('25', 'O'), ('см', 'O')]","[('Незважаючи', 'O'), ('на', 'O'), ('пошкодження', 'O'), ('тиньку', 'O'), ('на', 'O'), ('фресці', 'O'), ('читається', 'O'), ('запис', 'O'), ('особо-', 'O'), ('вого', 'O'), ('та', 'O'), ('родового', 'O'), ('імен', 'O'), ('автора', 'O'), ('Stanislaw', 'B'), ('Jagocki', 'I'), (""'"", 'O'), ('Станіслав', 'B'), ('Ягоцький', 'I'), (""'"", 'O'), ('Відомостей', 'O'), ('про', 'O'), ('автора', 'O'), ('напису', 'O'), ('розшукати', 'O'), ('не', 'O'), ('вдалося', 'O'), ('представники', 'O'), ('родини', 'O'), ('зок-', 'O'), ('рема', 'O'), ('смоленський', 'O'), ('чашник', 'O'), ('Казимир', 'B'), ('Ягоцький', 'I'), ('згадуються', 'O'), ('з', 'O'), ('кінця', 'O'), ('XVII', 'O'), ('ст.', 'O'), ('1688', 'O'), ('р.)83', 'O')]","[('Кінець', 'O'), ('ХVІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVIІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O'), ('та', 'O'), ('фактом', 'O'), ('вжи-', 'O'), ('вання', 'O'), ('латиниці', 'O')]","[(""Пам'ятний"", 'O'), ('напис', 'O')]"
499 ,"ХLVI, 1","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('94', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('9', 'O'), ('см', 'O')]","[('Незважаючи', 'O'), ('на', 'O'), ('пошкодження', 'O'), ('тиньку', 'O'), ('на', 'O'), ('фресці', 'O'), ('чітко', 'O'), ('простежується', 'O'), ('ви-', 'O'), ('конаний', 'O'), ('у', 'O'), ('чотири', 'O'), ('рядки', 'O'), ('підпис', 'O'), ('до', 'O'), ('фрескового', 'O'), ('образу', 'O'), ('–', 'O'), ('о', 'O'), ('аг\ue01fос', 'O'), ('Ан\ue027\ue01fмос', 'B'), (""'"", 'I'), ('святий', 'I'), ('Анфім', 'O'), (""'"", 'O')]","[('Середина', 'O'), ('ХІІ', 'O'), ('–', 'O'), ('початок', 'O'), ('XІІІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('написання', 'O'), ('а', 'O'), ('звичайного', 'O'), ('вигляду', 'O'), ('та', 'O'), ('дзеркальної', 'O')]","[('Підпис', 'O'), ('до', 'O'), ('фрескового', 'O'), ('образу', 'O')]"
500 ,"ХLVI, 2","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('87', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('47', 'O'), ('см', 'O')]","[('На', 'O'), ('фресці', 'O'), ('досить', 'O'), ('великими', 'O'), ('літерами', 'O'), ('виконаний', 'O'), ('напис', 'O'), ('пом', 'O'), ('-', 'O'), ('н\ue01f', 'O'), ('ст\ue021-', 'O'), ('ан\ue027\ue01f', 'O'), ('мос', 'O'), ('З', 'O'), ('розбивкою', 'O'), ('на', 'O'), ('слова', 'O'), ('та', 'O'), ('відновленням', 'O'), ('втрачених', 'O'), ('фрагментів', 'O'), ('текст', 'O'), ('виглядає', 'O'), ('таким', 'O'), ('чином', 'O'), ('Пом[ѧ]ни', 'O'), ('с(вѧ)ты[и', 'O'), ('Ан\ue027имос', 'O'), ('Помяни', 'O'), ('святий', 'O'), ('Анфім', 'B')]","[('Друга', 'O'), ('чверть', 'O'), ('ХІІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XV', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('написання', 'O'), ('н', 'O'), ('з', 'O'), ('діаго-', 'O'), ('нальною', 'O'), ('та', 'O'), ('н', 'O'), ('з', 'O'), ('горизонтальною', 'O'), ('перемичкою', 'O'), ('та', 'O'), ('ы', 'O'), ('без', 'O'), ('перемички', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
501 ,"ХLVІI, 1","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('57', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('37,5', 'O'), ('см', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслений', 'O'), ('простий', 'O'), ('чотириконечний', 'O'), ('хрест', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('ХІІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
543 ,"ХLVI, 3","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('45', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('35', 'O'), ('см', 'O')]","[('Початок', 'O'), ('та', 'O'), ('закінчення', 'O'), ('напису', 'O'), ('не', 'O'), ('збереглись', 'O'), ('простежується', 'O'), ('тільки', 'O'), ('се-', 'O'), ('редня', 'O'), ('його', 'O'), ('частина', 'O'), ('яка', 'O'), ('реконструюється', 'O'), ('як', 'O'), ('слово', 'O'), ('-', 'O'), ('звернення', 'O'), ('Гос]под[и', 'O'), (""'"", 'O'), ('Господи', 'B'), (""'"", 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('ХІІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XV', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('написання', 'O'), ('гостровер-', 'O'), ('хої', 'O'), ('д', 'O'), ('на', 'O'), ('трикутних', 'O'), ('ніжках', 'O'), ('о', 'O'), ('з', 'O'), ('вертикальною', 'O'), ('стороною', 'O'), ('замість', 'O'), ('дуги', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
